miRNA,Gene
hsa-miR-548n,ITGB1
hsa-miR-769-5p,ITGB1
hsa-miR-93-5p,ITGB1
hsa-miR-155-5p,ITGB4
hsa-miR-16-5p,ITGB4
hsa-miR-30a-5p,ITGB4
hsa-miR-335-5p,ITGB4
hsa-let-7b-5p,ITGB5
hsa-miR-155-5p,ITGB5
hsa-miR-335-5p,ITGB5
hsa-miR-25-5p,JAM2
hsa-miR-26b-5p,JAM2
hsa-miR-455-3p,JAM2
hsa-miR-101-3p,JUN
hsa-miR-139-5p,JUN
hsa-miR-149-5p,JUN
hsa-miR-155-5p,JUN
hsa-miR-15a-5p,JUN
hsa-miR-16-5p,JUN
hsa-miR-200b-3p,JUN
hsa-miR-200c-3p,JUN
hsa-miR-26b-5p,JUN
hsa-miR-29c-3p,JUN
hsa-miR-30a-5p,JUN
hsa-miR-342-3p,JUN
hsa-miR-374c-5p,JUN
hsa-miR-429,JUN
hsa-miR-655-3p,JUN
hsa-miR-93-5p,JUN
hsa-let-7a-5p,KRAS
hsa-let-7g-5p,KRAS
hsa-miR-126-3p,KRAS
hsa-miR-134-5p,KRAS
hsa-miR-143-3p,KRAS
hsa-miR-152-3p,KRAS
hsa-miR-155-5p,KRAS
hsa-miR-16-5p,KRAS
hsa-miR-181a-5p,KRAS
hsa-miR-181c-5p,KRAS
hsa-miR-183-5p,KRAS
hsa-miR-193a-3p,KRAS
hsa-miR-193b-3p,KRAS
hsa-miR-200b-3p,KRAS
hsa-miR-200c-3p,KRAS
hsa-miR-206,KRAS
hsa-miR-216b-5p,KRAS
hsa-miR-217,KRAS
hsa-miR-224-5p,KRAS
hsa-miR-27a-3p,KRAS
hsa-miR-30a-3p,KRAS
hsa-miR-30e-3p,KRAS
hsa-miR-3192-5p,KRAS
hsa-miR-326,KRAS
hsa-miR-330-5p,KRAS
hsa-miR-340-5p,KRAS
hsa-miR-3606-3p,KRAS
hsa-miR-365a-3p,KRAS
hsa-miR-3916,KRAS
hsa-miR-429,KRAS
hsa-miR-433-3p,KRAS
hsa-miR-487b-3p,KRAS
hsa-miR-5010-3p,KRAS
hsa-miR-513a-3p,KRAS
hsa-miR-513c-3p,KRAS
hsa-miR-514a-5p,KRAS
hsa-miR-548ah-3p,KRAS
hsa-miR-548j-3p,KRAS
hsa-miR-642a-5p,KRAS
hsa-miR-671-5p,KRAS
hsa-miR-873-5p,KRAS
hsa-miR-877-5p,KRAS
hsa-miR-892b,KRAS
hsa-miR-96-5p,KRAS
hsa-miR-193b-3p,LEF1
hsa-miR-218-5p,LEF1
hsa-miR-34a-5p,LEF1
hsa-miR-34c-3p,LEF1
hsa-miR-449a,LEF1
hsa-miR-3202,LLGL2
hsa-miR-335-5p,LLGL2
hsa-miR-5196-5p,LLGL2
hsa-miR-548ah-3p,LLGL2
hsa-miR-548d-3p,LLGL2
hsa-miR-548h-3p,LLGL2
hsa-miR-548j-3p,LLGL2
hsa-miR-548z,LLGL2
hsa-miR-26b-5p,LYZ
hsa-miR-3613-3p,LYZ
hsa-miR-371a-5p,LYZ
hsa-miR-371b-5p,LYZ
hsa-miR-508-5p,LYZ
hsa-miR-661,LYZ
hsa-miR-766-3p,LYZ
hsa-miR-873-3p,LYZ
hsa-miR-24-3p,MAGI1
hsa-miR-324-3p,MAGI1
hsa-miR-335-5p,MAGI1
hsa-miR-34a-5p,MAGI1
hsa-miR-1285-3p,MAGI3
hsa-miR-1293,MAGI3
hsa-miR-129-5p,MAGI3
hsa-miR-363-5p,MAGI3
hsa-miR-508-5p,MAGI3
hsa-miR-612,MAGI3
hsa-miR-661,MAGI3
hsa-miR-766-3p,MAGI3
hsa-miR-769-5p,MAGI3
hsa-miR-101-3p,MAP2K1
hsa-miR-128-3p,MAP2K1
hsa-miR-142-5p,MAP2K1
hsa-miR-181a-5p,MAP2K1
hsa-miR-181b-5p,MAP2K1
hsa-miR-204-5p,MAP2K1
hsa-miR-211-5p,MAP2K1
hsa-miR-30c-5p,MAP2K1
hsa-miR-34a-5p,MAP2K1
hsa-miR-34b-3p,MAP2K1
hsa-miR-34c-5p,MAP2K1
hsa-miR-424-5p,MAP2K1
hsa-miR-448,MAP2K1
hsa-miR-449a,MAP2K1
hsa-miR-494-3p,MAP2K1
hsa-miR-497-5p,MAP2K1
hsa-miR-548a-5p,MAP2K1
hsa-miR-548ak,MAP2K1
hsa-miR-548am-5p,MAP2K1
hsa-miR-548ar-5p,MAP2K1
hsa-miR-548c-5p,MAP2K1
hsa-miR-548d-5p,MAP2K1
hsa-miR-548h-5p,MAP2K1
hsa-miR-548i,MAP2K1
hsa-miR-548j-5p,MAP2K1
hsa-miR-548k,MAP2K1
hsa-miR-548l,MAP2K1
hsa-miR-548o-5p,MAP2K1
hsa-miR-548y,MAP2K1
hsa-miR-889-3p,MAP2K1
hsa-miR-103a-3p,MAP3K7
hsa-miR-107,MAP3K7
hsa-miR-10a-5p,MAP3K7
hsa-miR-1226-5p,MAP3K7
hsa-miR-1305,MAP3K7
hsa-miR-143-3p,MAP3K7
hsa-miR-15a-5p,MAP3K7
hsa-miR-15b-5p,MAP3K7
hsa-miR-16-5p,MAP3K7
hsa-miR-1910-3p,MAP3K7
hsa-miR-195-5p,MAP3K7
hsa-miR-2682-5p,MAP3K7
hsa-miR-34a-5p,MAP3K7
hsa-miR-424-5p,MAP3K7
hsa-miR-449c-5p,MAP3K7
hsa-miR-4524a-5p,MAP3K7
hsa-miR-497-5p,MAP3K7
hsa-miR-503-5p,MAP3K7
hsa-miR-545-3p,MAP3K7
hsa-miR-579-3p,MAP3K7
hsa-miR-599,MAP3K7
hsa-miR-607,MAP3K7
hsa-miR-6511a-5p,MAP3K7
hsa-miR-664b-3p,MAP3K7
hsa-miR-940,MAP3K7
hsa-let-7b-5p,MAPK1
hsa-miR-106a-5p,MAPK1
hsa-miR-106b-5p,MAPK1
hsa-miR-1200,MAPK1
hsa-miR-122-5p,MAPK1
hsa-miR-1244,MAPK1
hsa-miR-1255a,MAPK1
hsa-miR-1255b-5p,MAPK1
hsa-miR-1268a,MAPK1
hsa-miR-1268b,MAPK1
hsa-miR-1307-3p,MAPK1
hsa-miR-130a-3p,MAPK1
hsa-miR-130b-3p,MAPK1
hsa-miR-132-3p,MAPK1
hsa-miR-142-5p,MAPK1
hsa-miR-143-3p,MAPK1
hsa-miR-15b-5p,MAPK1
hsa-miR-17-5p,MAPK1
hsa-miR-181a-5p,MAPK1
hsa-miR-196a-5p,MAPK1
hsa-miR-196b-5p,MAPK1
hsa-miR-199a-3p,MAPK1
hsa-miR-19a-3p,MAPK1
hsa-miR-19b-3p,MAPK1
hsa-miR-20a-5p,MAPK1
hsa-miR-20b-5p,MAPK1
hsa-miR-2110,MAPK1
hsa-miR-214-3p,MAPK1
hsa-miR-216b-5p,MAPK1
hsa-miR-28-5p,MAPK1
hsa-miR-301a-3p,MAPK1
hsa-miR-30a-5p,MAPK1
hsa-miR-3150b-3p,MAPK1
hsa-miR-320a,MAPK1
hsa-miR-335-5p,MAPK1
hsa-miR-3605-5p,MAPK1
hsa-miR-3614-3p,MAPK1
hsa-miR-4286,MAPK1
hsa-miR-450a-2-3p,MAPK1
hsa-miR-454-3p,MAPK1
hsa-miR-4741,MAPK1
hsa-miR-487a-3p,MAPK1
hsa-miR-494-3p,MAPK1
hsa-miR-498,MAPK1
hsa-miR-499a-3p,MAPK1
hsa-miR-499b-3p,MAPK1
hsa-miR-504-3p,MAPK1
hsa-miR-513a-5p,MAPK1
hsa-miR-519a-3p,MAPK1
hsa-miR-519b-3p,MAPK1
hsa-miR-519c-3p,MAPK1
hsa-miR-519d-3p,MAPK1
hsa-miR-548ah-5p,MAPK1
hsa-miR-566,MAPK1
hsa-miR-573,MAPK1
hsa-miR-584-5p,MAPK1
hsa-miR-585-3p,MAPK1
hsa-miR-660-3p,MAPK1
hsa-miR-766-3p,MAPK1
hsa-miR-769-5p,MAPK1
hsa-miR-92b-3p,MAPK1
hsa-miR-93-5p,MAPK1
hsa-miR-208a-3p,MAPK10
hsa-miR-208b-3p,MAPK10
hsa-miR-221-3p,MAPK10
hsa-miR-342-5p,MAPK10
hsa-miR-4455,MAPK10
hsa-miR-450a-2-3p,MAPK10
hsa-miR-499a-5p,MAPK10
hsa-miR-574-5p,MAPK10
hsa-miR-608,MAPK10
hsa-miR-641,MAPK10
hsa-miR-320b,MAPK3
hsa-miR-34a-5p,MAPK3
hsa-miR-423-3p,MAPK3
hsa-miR-483-5p,MAPK3
hsa-miR-143-3p,MAPK7
hsa-miR-200b-3p,MAPK7
hsa-miR-200c-3p,MAPK7
hsa-miR-296-3p,MAPK7
hsa-miR-369-3p,MAPK7
hsa-miR-374a-5p,MAPK7
hsa-miR-374b-5p,MAPK7
hsa-miR-429,MAPK7
hsa-miR-744-5p,MAPK7
hsa-miR-10a-5p,MAPK8
hsa-miR-125a-5p,MAPK8
hsa-miR-140-3p,MAPK8
hsa-miR-193a-3p,MAPK8
hsa-miR-193b-3p,MAPK8
hsa-miR-199a-3p,MAPK8
hsa-miR-214-3p,MAPK8
hsa-miR-30a-5p,MAPK8
hsa-miR-30b-5p,MAPK8
hsa-miR-30c-5p,MAPK8
hsa-miR-30d-5p,MAPK8
hsa-miR-30e-5p,MAPK8
hsa-miR-33a-5p,MAPK8
hsa-miR-33b-5p,MAPK8
hsa-miR-3613-3p,MAPK8
hsa-miR-371b-5p,MAPK8
hsa-miR-421,MAPK8
hsa-miR-433-3p,MAPK8
hsa-miR-450b-5p,MAPK8
hsa-miR-4524a-5p,MAPK8
hsa-miR-496,MAPK8
hsa-miR-507,MAPK8
hsa-miR-590-3p,MAPK8
hsa-miR-664a-3p,MAPK8
hsa-miR-877-5p,MAPK8
hsa-miR-888-5p,MAPK8
hsa-miR-892b,MAPK8
hsa-miR-92a-3p,MAPK8
hsa-miR-106a-5p,MAPK9
hsa-miR-106b-5p,MAPK9
hsa-miR-1178-3p,MAPK9
hsa-miR-141-3p,MAPK9
hsa-miR-17-5p,MAPK9
hsa-miR-192-5p,MAPK9
hsa-miR-199a-3p,MAPK9
hsa-miR-20a-5p,MAPK9
hsa-miR-20b-5p,MAPK9
hsa-miR-215-5p,MAPK9
hsa-miR-27b-3p,MAPK9
hsa-miR-7-5p,MAPK9
hsa-miR-92a-3p,MAPK9
hsa-miR-93-5p,MAPK9
hsa-miR-101-3p,MET
hsa-miR-1303,MET
hsa-miR-130a-3p,MET
hsa-miR-133b,MET
hsa-miR-137,MET
hsa-miR-144-3p,MET
hsa-miR-148a-3p,MET
hsa-miR-198,MET
hsa-miR-199a-3p,MET
hsa-miR-206,MET
hsa-miR-218-5p,MET
hsa-miR-23b-3p,MET
hsa-miR-27a-3p,MET
hsa-miR-30a-5p,MET
hsa-miR-31-5p,MET
hsa-miR-320a,MET
hsa-miR-340-5p,MET
hsa-miR-34a-5p,MET
hsa-miR-34b-3p,MET
hsa-miR-34c-5p,MET
hsa-miR-409-3p,MET
hsa-miR-410-3p,MET
hsa-miR-449a,MET
hsa-miR-449b-5p,MET
hsa-miR-562,MET
hsa-miR-124-3p,MLLT4
hsa-miR-15b-5p,MLLT4
hsa-miR-335-5p,MLLT4
hsa-miR-346,MLLT4
hsa-miR-92a-3p,MLLT4
hsa-miR-130b-3p,MPP5
hsa-miR-148a-3p,MPP5
hsa-miR-155-5p,MPP5
hsa-miR-181a-5p,MPP5
hsa-miR-181b-5p,MPP5
hsa-miR-181c-5p,MPP5
hsa-miR-181d-5p,MPP5
hsa-miR-192-5p,MPP5
hsa-miR-21-5p,MPP5
hsa-miR-302a-3p,MPP5
hsa-miR-302b-3p,MPP5
hsa-miR-302c-3p,MPP5
hsa-miR-302d-3p,MPP5
hsa-miR-302e,MPP5
hsa-miR-372-3p,MPP5
hsa-miR-373-3p,MPP5
hsa-miR-374a-5p,MPP5
hsa-miR-374b-5p,MPP5
hsa-miR-375,MPP5
hsa-miR-519a-3p,MPP5
hsa-miR-519b-3p,MPP5
hsa-miR-519c-3p,MPP5
hsa-miR-520a-3p,MPP5
hsa-miR-520b,MPP5
hsa-miR-520c-3p,MPP5
hsa-miR-520d-3p,MPP5
hsa-miR-520e,MPP5
hsa-miR-548a-3p,MPP5
hsa-miR-548ar-3p,MPP5
hsa-miR-548e-3p,MPP5
hsa-miR-7-5p,MPP5
hsa-miR-185-5p,MRAS
hsa-miR-3605-5p,MRAS
hsa-miR-652-3p,MRAS
hsa-let-7a-5p,MYC
hsa-let-7b-5p,MYC
hsa-let-7c-5p,MYC
hsa-let-7d-5p,MYC
hsa-let-7e-5p,MYC
hsa-let-7f-5p,MYC
hsa-let-7g-5p,MYC
hsa-let-7i-5p,MYC
hsa-miR-106b-5p,MYC
hsa-miR-1248,MYC
hsa-miR-125a-3p,MYC
hsa-miR-125a-5p,MYC
hsa-miR-1304-5p,MYC
hsa-miR-135a-5p,MYC
hsa-miR-135b-5p,MYC
hsa-miR-145-5p,MYC
hsa-miR-148a-3p,MYC
hsa-miR-151a-5p,MYC
hsa-miR-155-5p,MYC
hsa-miR-16-5p,MYC
hsa-miR-17-5p,MYC
hsa-miR-1827,MYC
hsa-miR-184,MYC
hsa-miR-186-5p,MYC
hsa-miR-196a-5p,MYC
hsa-miR-196b-5p,MYC
hsa-miR-19a-3p,MYC
hsa-miR-20a-5p,MYC
hsa-miR-212-3p,MYC
hsa-miR-21-5p,MYC
hsa-miR-222-3p,MYC
hsa-miR-23a-3p,MYC
hsa-miR-24-3p,MYC
hsa-miR-25-3p,MYC
hsa-miR-2682-5p,MYC
hsa-miR-26a-5p,MYC
hsa-miR-302a-5p,MYC
hsa-miR-30a-3p,MYC
hsa-miR-30c-5p,MYC
hsa-miR-30d-5p,MYC
hsa-miR-30e-3p,MYC
hsa-miR-320a,MYC
hsa-miR-320b,MYC
hsa-miR-323a-3p,MYC
hsa-miR-324-3p,MYC
hsa-miR-335-5p,MYC
hsa-miR-33a-5p,MYC
hsa-miR-33b-5p,MYC
hsa-miR-34a-5p,MYC
hsa-miR-34b-3p,MYC
hsa-miR-34c-5p,MYC
hsa-miR-373-3p,MYC
hsa-miR-375,MYC
hsa-miR-423-5p,MYC
hsa-miR-429,MYC
hsa-miR-449a,MYC
hsa-miR-449c-5p,MYC
hsa-miR-451a,MYC
hsa-miR-455-3p,MYC
hsa-miR-4647,MYC
hsa-miR-487b-3p,MYC
hsa-miR-494-3p,MYC
hsa-miR-516a-5p,MYC
hsa-miR-744-5p,MYC
hsa-miR-7-5p,MYC
hsa-miR-92a-1-5p,MYC
hsa-miR-92a-3p,MYC
hsa-miR-92b-3p,MYC
hsa-miR-93-5p,MYC
hsa-miR-940,MYC
hsa-miR-98-5p,MYC
hsa-miR-197-3p,MYH10
hsa-miR-23a-3p,MYH10
hsa-miR-26a-5p,MYH10
hsa-miR-505-3p,MYH10
hsa-miR-92b-3p,MYH10
hsa-miR-122-5p,MYH11
hsa-miR-128-1-5p,MYH11
hsa-miR-128-2-5p,MYH11
hsa-miR-1296-3p,MYH11
hsa-miR-130a-3p,MYH11
hsa-miR-130b-3p,MYH11
hsa-miR-1322,MYH11
hsa-miR-301a-3p,MYH11
hsa-miR-30c-1-3p,MYH11
hsa-miR-4488,MYH11
hsa-miR-454-3p,MYH11
hsa-miR-504-3p,MYH11
hsa-miR-593-3p,MYH11
hsa-miR-660-5p,MYH11
hsa-miR-887-5p,MYH11
hsa-miR-185-5p,MYH14
hsa-miR-193b-3p,MYH14
hsa-miR-412-3p,MYH14
hsa-miR-5196-5p,MYH14
hsa-miR-615-3p,MYH14
hsa-let-7f-5p,MYH9
hsa-miR-106a-5p,MYH9
hsa-miR-106b-5p,MYH9
hsa-miR-124-3p,MYH9
hsa-miR-1296-5p,MYH9
hsa-miR-1305,MYH9
hsa-miR-149-5p,MYH9
hsa-miR-150-5p,MYH9
hsa-miR-17-5p,MYH9
hsa-miR-1827,MYH9
hsa-miR-193b-3p,MYH9
hsa-miR-20a-5p,MYH9
hsa-miR-20b-5p,MYH9
hsa-miR-24-3p,MYH9
hsa-miR-302a-3p,MYH9
hsa-miR-302b-3p,MYH9
hsa-miR-302c-3p,MYH9
hsa-miR-302d-3p,MYH9
hsa-miR-302e,MYH9
hsa-miR-30c-1-3p,MYH9
hsa-miR-324-3p,MYH9
hsa-miR-331-3p,MYH9
hsa-miR-372-3p,MYH9
hsa-miR-373-3p,MYH9
hsa-miR-4284,MYH9
hsa-miR-450a-1-3p,MYH9
hsa-miR-484,MYH9
hsa-miR-490-3p,MYH9
hsa-miR-512-3p,MYH9
hsa-miR-5196-5p,MYH9
hsa-miR-519d-3p,MYH9
hsa-miR-520a-3p,MYH9
hsa-miR-520b,MYH9
hsa-miR-520c-3p,MYH9
hsa-miR-520d-3p,MYH9
hsa-miR-520e,MYH9
hsa-miR-520g-3p,MYH9
hsa-miR-520h,MYH9
hsa-miR-665,MYH9
hsa-miR-671-5p,MYH9
hsa-miR-887-5p,MYH9
hsa-miR-92a-3p,MYH9
hsa-miR-93-5p,MYH9
hsa-miR-940,MYH9
hsa-miR-9-5p,MYH9
hsa-miR-1275,MYL12A
hsa-miR-133a-5p,MYL12A
hsa-miR-140-3p,MYL12A
hsa-miR-154-5p,MYL12A
hsa-miR-4516,MYL12A
hsa-miR-5001-5p,MYL12A
hsa-miR-5010-5p,MYL12A
hsa-miR-625-5p,MYL12A
hsa-miR-1253,MYL12B
hsa-miR-193b-3p,MYL12B
hsa-miR-411-3p,MYL12B
hsa-miR-582-3p,MYL12B
hsa-miR-641,MYL12B
hsa-miR-1915-3p,MYL9
hsa-miR-3151-3p,MYL9
hsa-miR-3179,MYL9
hsa-miR-663a,MYL9
hsa-miR-1272,MYLK
hsa-miR-1301-3p,MYLK
hsa-miR-146a-5p,MYLK
hsa-miR-146b-5p,MYLK
hsa-miR-155-5p,MYLK
hsa-miR-181a-2-3p,MYLK
hsa-miR-193b-3p,MYLK
hsa-miR-490-5p,MYLK
hsa-miR-587,MYLK
hsa-miR-589-5p,MYLK
hsa-miR-7-5p,MYLK
hsa-miR-9-5p,MYLK
hsa-miR-101-3p,NLK
hsa-miR-1253,NLK
hsa-miR-1285-5p,NLK
hsa-miR-1304-3p,NLK
hsa-miR-181a-5p,NLK
hsa-miR-181b-5p,NLK
hsa-miR-181c-5p,NLK
hsa-miR-190a-3p,NLK
hsa-miR-192-5p,NLK
hsa-miR-199b-5p,NLK
hsa-miR-215-5p,NLK
hsa-miR-216a-5p,NLK
hsa-miR-23a-3p,NLK
hsa-miR-27a-3p,NLK
hsa-miR-27b-3p,NLK
hsa-miR-3158-3p,NLK
hsa-miR-513a-5p,NLK
hsa-miR-545-3p,NLK
hsa-miR-574-5p,NLK
hsa-miR-579-3p,NLK
hsa-miR-664b-3p,NLK
hsa-miR-92b-3p,NLK
hsa-miR-944,NLK
hsa-let-7a-5p,NRAS
hsa-let-7b-5p,NRAS
hsa-let-7c-5p,NRAS
hsa-miR-1193,NRAS
hsa-miR-124-3p,NRAS
hsa-miR-1303,NRAS
hsa-miR-145-5p,NRAS
hsa-miR-148b-3p,NRAS
hsa-miR-20a-5p,NRAS
hsa-miR-2113,NRAS
hsa-miR-214-3p,NRAS
hsa-miR-218-5p,NRAS
hsa-miR-219b-3p,NRAS
hsa-miR-2278,NRAS
hsa-miR-25-3p,NRAS
hsa-miR-27a-3p,NRAS
hsa-miR-27b-3p,NRAS
hsa-miR-3190-3p,NRAS
hsa-miR-32-5p,NRAS
hsa-miR-3613-3p,NRAS
hsa-miR-363-3p,NRAS
hsa-miR-367-3p,NRAS
hsa-miR-513a-5p,NRAS
hsa-miR-518d-5p,NRAS
hsa-miR-518e-5p,NRAS
hsa-miR-519a-5p,NRAS
hsa-miR-519b-5p,NRAS
hsa-miR-519c-5p,NRAS
hsa-miR-520c-5p,NRAS
hsa-miR-522-5p,NRAS
hsa-miR-523-5p,NRAS
hsa-miR-526a,NRAS
hsa-miR-543,NRAS
hsa-miR-548b-3p,NRAS
hsa-miR-642a-3p,NRAS
hsa-miR-7-5p,NRAS
hsa-miR-922,NRAS
hsa-miR-92a-3p,NRAS
hsa-miR-92b-3p,NRAS
hsa-miR-944,NRAS
hsa-miR-98-5p,NRAS
hsa-let-7b-5p,OCLN
hsa-let-7e-5p,OCLN
hsa-miR-1295a,OCLN
hsa-miR-132-3p,OCLN
hsa-miR-212-3p,OCLN
hsa-miR-216b-3p,OCLN
hsa-miR-299-3p,OCLN
hsa-miR-3190-3p,OCLN
hsa-miR-329-3p,OCLN
hsa-miR-335-5p,OCLN
hsa-miR-340-5p,OCLN
hsa-miR-362-3p,OCLN
hsa-miR-548ah-5p,OCLN
hsa-miR-576-3p,OCLN
hsa-miR-603,OCLN
hsa-let-7a-5p,PAK1
hsa-let-7b-5p,PAK1
hsa-miR-122-5p,PAK1
hsa-miR-216a-5p,PAK1
hsa-miR-221-3p,PAK1
hsa-miR-26b-5p,PAK1
hsa-miR-320a,PAK1
hsa-miR-377-3p,PAK1
hsa-miR-423-5p,PAK1
hsa-miR-520d-5p,PAK1
hsa-miR-7-5p,PAK1
hsa-miR-1253,PAK2
hsa-miR-1287-3p,PAK2
hsa-miR-129-2-3p,PAK2
hsa-miR-155-5p,PAK2
hsa-miR-15a-5p,PAK2
hsa-miR-15b-5p,PAK2
hsa-miR-16-5p,PAK2
hsa-miR-193b-3p,PAK2
hsa-miR-195-5p,PAK2
hsa-miR-200b-3p,PAK2
hsa-miR-200c-3p,PAK2
hsa-miR-218-5p,PAK2
hsa-miR-219b-3p,PAK2
hsa-miR-224-5p,PAK2
hsa-miR-27a-3p,PAK2
hsa-miR-27b-3p,PAK2
hsa-miR-298,PAK2
hsa-miR-302a-3p,PAK2
hsa-miR-302b-3p,PAK2
hsa-miR-302c-3p,PAK2
hsa-miR-302d-3p,PAK2
hsa-miR-302e,PAK2
hsa-miR-302f,PAK2
hsa-miR-345-3p,PAK2
hsa-miR-369-3p,PAK2
hsa-miR-372-3p,PAK2
hsa-miR-373-3p,PAK2
hsa-miR-424-5p,PAK2
hsa-miR-429,PAK2
hsa-miR-497-5p,PAK2
hsa-miR-519a-3p,PAK2
hsa-miR-519b-3p,PAK2
hsa-miR-519c-3p,PAK2
hsa-miR-520a-3p,PAK2
hsa-miR-520b,PAK2
hsa-miR-520c-3p,PAK2
hsa-miR-520d-3p,PAK2
hsa-miR-520e,PAK2
hsa-miR-548e-5p,PAK2
hsa-miR-580-3p,PAK2
hsa-miR-595,PAK2
hsa-miR-648,PAK2
hsa-miR-922,PAK2
hsa-miR-944,PAK2
hsa-let-7c-5p,PAK4
hsa-miR-1271-5p,PAK4
hsa-miR-1285-3p,PAK4
hsa-miR-145-5p,PAK4
hsa-miR-183-5p,PAK4
hsa-miR-216a-5p,PAK4
hsa-miR-24-3p,PAK4
hsa-miR-324-5p,PAK4
hsa-miR-3613-3p,PAK4
hsa-miR-3614-5p,PAK4
hsa-miR-371a-5p,PAK4
hsa-miR-371b-5p,PAK4
hsa-miR-4284,PAK4
hsa-miR-510-3p,PAK4
hsa-miR-552-3p,PAK4
hsa-miR-564,PAK4
hsa-miR-579-3p,PAK4
hsa-miR-612,PAK4
hsa-miR-664b-3p,PAK4
hsa-miR-744-5p,PAK4
hsa-miR-885-3p,PAK4
hsa-miR-96-5p,PAK4
hsa-miR-106a-5p,PARD3
hsa-miR-106b-5p,PARD3
hsa-miR-1254,PARD3
hsa-miR-150-5p,PARD3
hsa-miR-17-5p,PARD3
hsa-miR-20a-5p,PARD3
hsa-miR-20b-5p,PARD3
hsa-miR-218-5p,PARD3
hsa-miR-302a-3p,PARD3
hsa-miR-302b-3p,PARD3
hsa-miR-302c-3p,PARD3
hsa-miR-302d-3p,PARD3
hsa-miR-302e,PARD3
hsa-miR-372-3p,PARD3
hsa-miR-373-3p,PARD3
hsa-miR-483-3p,PARD3
hsa-miR-5001-3p,PARD3
hsa-miR-512-3p,PARD3
hsa-miR-519d-3p,PARD3
hsa-miR-520a-3p,PARD3
hsa-miR-520b,PARD3
hsa-miR-520c-3p,PARD3
hsa-miR-520d-3p,PARD3
hsa-miR-520e,PARD3
hsa-miR-520g-3p,PARD3
hsa-miR-520h,PARD3
hsa-miR-629-5p,PARD3
hsa-miR-660-3p,PARD3
hsa-miR-661,PARD3
hsa-miR-766-3p,PARD3
hsa-miR-93-5p,PARD3
hsa-miR-10b-5p,PDCD4
hsa-miR-150-5p,PDCD4
hsa-miR-155-5p,PDCD4
hsa-miR-15a-5p,PDCD4
hsa-miR-15b-5p,PDCD4
hsa-miR-16-5p,PDCD4
hsa-miR-182-5p,PDCD4
hsa-miR-183-5p,PDCD4
hsa-miR-195-5p,PDCD4
hsa-miR-196a-5p,PDCD4
hsa-miR-197-3p,PDCD4
hsa-miR-1976,PDCD4
hsa-miR-200a-3p,PDCD4
hsa-miR-21-5p,PDCD4
hsa-miR-218-5p,PDCD4
hsa-miR-329-5p,PDCD4
hsa-miR-335-5p,PDCD4
hsa-miR-340-5p,PDCD4
hsa-miR-499a-5p,PDCD4
hsa-miR-520d-5p,PDCD4
hsa-miR-548ah-3p,PDCD4
hsa-miR-548j-3p,PDCD4
hsa-miR-548m,PDCD4
hsa-miR-562,PDCD4
hsa-miR-590-5p,PDCD4
hsa-let-7d-5p,PDGFA
hsa-miR-221-3p,PDGFA
hsa-miR-29b-3p,PDGFA
hsa-miR-514a-3p,PDGFA
hsa-miR-514b-3p,PDGFA
hsa-miR-124-3p,PDGFC
hsa-miR-29b-3p,PDGFC
hsa-miR-375,PDGFC
hsa-miR-615-3p,PDGFC
hsa-miR-7-5p,PDGFC
hsa-miR-145-5p,PDGFD
hsa-miR-21-5p,PDGFD
hsa-let-7b-5p,PDGFRA
hsa-miR-105-5p,PDGFRA
hsa-miR-129-5p,PDGFRA
hsa-miR-130a-3p,PDGFRA
hsa-miR-130b-3p,PDGFRA
hsa-miR-139-3p,PDGFRA
hsa-miR-140-5p,PDGFRA
hsa-miR-143-3p,PDGFRA
hsa-miR-146b-5p,PDGFRA
hsa-miR-181a-5p,PDGFRA
hsa-miR-1827,PDGFRA
hsa-miR-1910-3p,PDGFRA
hsa-miR-218-5p,PDGFRA
hsa-miR-26b-5p,PDGFRA
hsa-miR-298,PDGFRA
hsa-miR-29b-3p,PDGFRA
hsa-miR-34a-5p,PDGFRA
hsa-miR-34c-5p,PDGFRA
hsa-miR-455-3p,PDGFRA
hsa-miR-483-5p,PDGFRA
hsa-miR-544a,PDGFRA
hsa-miR-548ah-3p,PDGFRA
hsa-miR-548j-3p,PDGFRA
hsa-miR-628-5p,PDGFRA
hsa-miR-630,PDGFRA
hsa-miR-650,PDGFRA
hsa-miR-6511a-5p,PDGFRA
hsa-miR-224-5p,PDGFRB
hsa-miR-29a-3p,PDGFRB
hsa-miR-29b-3p,PDGFRB
hsa-miR-29c-3p,PDGFRB
hsa-miR-30b-5p,PDGFRB
hsa-miR-34a-5p,PDGFRB
hsa-miR-34c-5p,PDGFRB
hsa-miR-767-5p,PDGFRB
hsa-miR-124-3p,PIK3CA
hsa-miR-139-5p,PIK3CA
hsa-miR-148b-3p,PIK3CA
hsa-miR-155-5p,PIK3CA
hsa-miR-17-5p,PIK3CA
hsa-miR-335-5p,PIK3CA
hsa-miR-375,PIK3CA
hsa-miR-7-5p,PIK3CB
hsa-miR-10b-5p,PIK3CD
hsa-miR-125b-5p,PIK3CD
hsa-miR-30a-5p,PIK3CD
hsa-miR-663a,PIK3CD
hsa-miR-7-5p,PIK3CD
hsa-miR-10a-5p,PIK3CG
hsa-miR-126-3p,PIK3CG
hsa-miR-142-3p,PIK3CG
hsa-miR-148b-3p,PIK3CG
hsa-miR-190a-3p,PIK3CG
hsa-miR-26b-5p,PIK3CG
hsa-miR-27a-3p,PIK3CG
