miRNA,Gene
hsa-miR-29b-3p,PIK3CG
hsa-miR-329-3p,PIK3CG
hsa-miR-362-3p,PIK3CG
hsa-miR-410-3p,PIK3CG
hsa-miR-548a-3p,PIK3CG
hsa-miR-548ar-3p,PIK3CG
hsa-miR-548e-3p,PIK3CG
hsa-miR-548g-3p,PIK3CG
hsa-miR-603,PIK3CG
hsa-miR-7-5p,PIK3CG
hsa-let-7a-5p,PIK3R1
hsa-miR-103a-3p,PIK3R1
hsa-miR-107,PIK3R1
hsa-miR-1285-3p,PIK3R1
hsa-miR-155-5p,PIK3R1
hsa-miR-15a-5p,PIK3R1
hsa-miR-15b-5p,PIK3R1
hsa-miR-16-5p,PIK3R1
hsa-miR-190a-3p,PIK3R1
hsa-miR-195-5p,PIK3R1
hsa-miR-21-5p,PIK3R1
hsa-miR-221-3p,PIK3R1
hsa-miR-29a-3p,PIK3R1
hsa-miR-29b-3p,PIK3R1
hsa-miR-329-3p,PIK3R1
hsa-miR-362-3p,PIK3R1
hsa-miR-376a-3p,PIK3R1
hsa-miR-424-5p,PIK3R1
hsa-miR-448,PIK3R1
hsa-miR-4524a-5p,PIK3R1
hsa-miR-455-5p,PIK3R1
hsa-miR-497-5p,PIK3R1
hsa-miR-503-5p,PIK3R1
hsa-miR-603,PIK3R1
hsa-miR-612,PIK3R1
hsa-miR-6721-5p,PIK3R1
hsa-miR-126-3p,PIK3R2
hsa-miR-133a-3p,PIK3R2
hsa-miR-296-3p,PIK3R2
hsa-miR-30c-5p,PIK3R2
hsa-miR-93-5p,PIK3R2
hsa-miR-19a-3p,PIK3R3
hsa-miR-19b-3p,PIK3R3
hsa-miR-331-3p,PIK3R3
hsa-miR-346,PIK3R3
hsa-miR-7-5p,PIK3R3
hsa-miR-125b-5p,PPP1CA
hsa-miR-17-5p,PPP1CA
hsa-miR-192-5p,PPP1CA
hsa-miR-215-5p,PPP1CA
hsa-miR-744-5p,PPP1CA
hsa-miR-769-5p,PPP1CA
hsa-miR-100-5p,PPP1CB
hsa-miR-1248,PPP1CB
hsa-miR-15b-5p,PPP1CB
hsa-miR-18a-5p,PPP1CB
hsa-miR-192-5p,PPP1CB
hsa-miR-2117,PPP1CB
hsa-miR-215-5p,PPP1CB
hsa-miR-23b-3p,PPP1CB
hsa-miR-323a-3p,PPP1CB
hsa-miR-505-3p,PPP1CB
hsa-miR-542-5p,PPP1CB
hsa-miR-548aa,PPP1CB
hsa-miR-548t-3p,PPP1CB
hsa-miR-607,PPP1CB
hsa-miR-615-3p,PPP1CB
hsa-miR-92b-3p,PPP1CB
hsa-miR-99a-5p,PPP1CB
hsa-miR-99b-5p,PPP1CB
hsa-miR-101-3p,PPP1CC
hsa-miR-1253,PPP1CC
hsa-miR-154-5p,PPP1CC
hsa-miR-15b-5p,PPP1CC
hsa-miR-185-5p,PPP1CC
hsa-miR-188-5p,PPP1CC
hsa-miR-190a-3p,PPP1CC
hsa-miR-1976,PPP1CC
hsa-miR-204-5p,PPP1CC
hsa-miR-211-5p,PPP1CC
hsa-miR-218-5p,PPP1CC
hsa-miR-26a-5p,PPP1CC
hsa-miR-26b-5p,PPP1CC
hsa-miR-302a-5p,PPP1CC
hsa-miR-30a-5p,PPP1CC
hsa-miR-323a-3p,PPP1CC
hsa-miR-3916,PPP1CC
hsa-miR-493-3p,PPP1CC
hsa-miR-494-3p,PPP1CC
hsa-miR-510-3p,PPP1CC
hsa-miR-548e-5p,PPP1CC
hsa-miR-582-5p,PPP1CC
hsa-miR-92a-3p,PPP1CC
hsa-miR-940,PPP1CC
hsa-miR-10a-5p,PPP1R12A
hsa-miR-1271-5p,PPP1R12A
hsa-miR-182-5p,PPP1R12A
hsa-miR-192-5p,PPP1R12A
hsa-miR-215-5p,PPP1R12A
hsa-miR-30a-5p,PPP1R12A
hsa-miR-30b-5p,PPP1R12A
hsa-miR-30c-5p,PPP1R12A
hsa-miR-30d-5p,PPP1R12A
hsa-miR-30e-5p,PPP1R12A
hsa-miR-448,PPP1R12A
hsa-miR-518d-5p,PPP1R12A
hsa-miR-518e-5p,PPP1R12A
hsa-miR-519a-5p,PPP1R12A
hsa-miR-519b-5p,PPP1R12A
hsa-miR-519c-5p,PPP1R12A
hsa-miR-520c-5p,PPP1R12A
hsa-miR-522-5p,PPP1R12A
hsa-miR-523-5p,PPP1R12A
hsa-miR-526a,PPP1R12A
hsa-miR-96-5p,PPP1R12A
hsa-miR-103a-3p,PPP2CA
hsa-miR-107,PPP2CA
hsa-miR-125a-5p,PPP2CA
hsa-miR-125b-5p,PPP2CA
hsa-miR-188-5p,PPP2CA
hsa-miR-197-3p,PPP2CA
hsa-miR-345-3p,PPP2CA
hsa-miR-518d-5p,PPP2CA
hsa-miR-518e-5p,PPP2CA
hsa-miR-519a-5p,PPP2CA
hsa-miR-519b-5p,PPP2CA
hsa-miR-519c-5p,PPP2CA
hsa-miR-520c-5p,PPP2CA
hsa-miR-522-3p,PPP2CA
hsa-miR-522-5p,PPP2CA
hsa-miR-523-5p,PPP2CA
hsa-miR-526a,PPP2CA
hsa-miR-545-3p,PPP2CA
hsa-miR-548av-3p,PPP2CA
hsa-miR-548g-3p,PPP2CA
hsa-miR-553,PPP2CA
hsa-miR-584-5p,PPP2CA
hsa-miR-630,PPP2CA
hsa-miR-671-5p,PPP2CA
hsa-miR-758-5p,PPP2CA
hsa-miR-889-3p,PPP2CA
hsa-miR-92a-1-5p,PPP2CA
hsa-miR-150-5p,PPP2CB
hsa-miR-183-5p,PPP2CB
hsa-miR-216b-5p,PPP2CB
hsa-miR-218-5p,PPP2CB
hsa-miR-421,PPP2CB
hsa-miR-548b-3p,PPP2CB
hsa-miR-549a,PPP2CB
hsa-let-7e-5p,PPP2R1A
hsa-miR-106a-5p,PPP2R1A
hsa-miR-1279,PPP2R1A
hsa-miR-16-5p,PPP2R1A
hsa-miR-17-5p,PPP2R1A
hsa-miR-20a-5p,PPP2R1A
hsa-miR-222-3p,PPP2R1A
hsa-miR-590-3p,PPP2R1A
hsa-miR-92a-3p,PPP2R1A
hsa-miR-941,PPP2R1A
hsa-miR-124-3p,PPP2R1B
hsa-miR-147a,PPP2R1B
hsa-miR-16-5p,PPP2R1B
hsa-miR-185-5p,PPP2R1B
hsa-miR-206,PPP2R1B
hsa-miR-208a-5p,PPP2R1B
hsa-miR-208b-5p,PPP2R1B
hsa-miR-30a-5p,PPP2R1B
hsa-miR-30b-5p,PPP2R1B
hsa-miR-30c-5p,PPP2R1B
hsa-miR-30d-5p,PPP2R1B
hsa-miR-30e-5p,PPP2R1B
hsa-miR-346,PPP2R1B
hsa-miR-380-3p,PPP2R1B
hsa-miR-411-3p,PPP2R1B
hsa-miR-423-3p,PPP2R1B
hsa-miR-5010-3p,PPP2R1B
hsa-miR-574-5p,PPP2R1B
hsa-miR-576-5p,PPP2R1B
hsa-miR-579-3p,PPP2R1B
hsa-miR-613,PPP2R1B
hsa-miR-664b-3p,PPP2R1B
hsa-miR-7-5p,PPP2R1B
hsa-let-7a-5p,PPP2R2A
hsa-let-7b-5p,PPP2R2A
hsa-let-7c-5p,PPP2R2A
hsa-let-7d-5p,PPP2R2A
hsa-let-7e-5p,PPP2R2A
hsa-let-7f-5p,PPP2R2A
hsa-let-7g-5p,PPP2R2A
hsa-let-7i-5p,PPP2R2A
hsa-miR-101-3p,PPP2R2A
hsa-miR-1185-5p,PPP2R2A
hsa-miR-144-3p,PPP2R2A
hsa-miR-154-5p,PPP2R2A
hsa-miR-155-5p,PPP2R2A
hsa-miR-218-5p,PPP2R2A
hsa-miR-222-3p,PPP2R2A
hsa-miR-26b-5p,PPP2R2A
hsa-miR-30a-5p,PPP2R2A
hsa-miR-31-5p,PPP2R2A
hsa-miR-3202,PPP2R2A
hsa-miR-3605-5p,PPP2R2A
hsa-miR-409-3p,PPP2R2A
hsa-miR-4458,PPP2R2A
hsa-miR-548aa,PPP2R2A
hsa-miR-548t-3p,PPP2R2A
hsa-miR-92a-3p,PPP2R2A
hsa-miR-98-5p,PPP2R2A
hsa-miR-192-5p,PPP2R2D
hsa-miR-1268a,PRKCA
hsa-miR-1268b,PRKCA
hsa-miR-193b-3p,PRKCA
hsa-miR-1976,PRKCA
hsa-miR-218-5p,PRKCA
hsa-miR-24-3p,PRKCA
hsa-miR-371b-5p,PRKCA
hsa-miR-375,PRKCA
hsa-miR-4284,PRKCA
hsa-miR-505-3p,PRKCA
hsa-miR-5196-3p,PRKCA
hsa-miR-585-3p,PRKCA
hsa-miR-660-3p,PRKCA
hsa-miR-92a-3p,PRKCA
hsa-miR-106a-5p,PRKCB
hsa-miR-106b-5p,PRKCB
hsa-miR-124-3p,PRKCB
hsa-miR-1248,PRKCB
hsa-miR-1261,PRKCB
hsa-miR-142-5p,PRKCB
hsa-miR-17-5p,PRKCB
hsa-miR-20a-5p,PRKCB
hsa-miR-20b-5p,PRKCB
hsa-miR-300,PRKCB
hsa-miR-3180-5p,PRKCB
hsa-miR-3614-5p,PRKCB
hsa-miR-381-3p,PRKCB
hsa-miR-4455,PRKCB
hsa-miR-519d-3p,PRKCB
hsa-miR-520a-5p,PRKCB
hsa-miR-525-5p,PRKCB
hsa-miR-548ah-5p,PRKCB
hsa-miR-574-5p,PRKCB
hsa-miR-627-3p,PRKCB
hsa-miR-890,PRKCB
hsa-miR-93-5p,PRKCB
hsa-miR-129-5p,PRKCD
hsa-miR-1305,PRKCD
hsa-miR-15a-5p,PRKCD
hsa-miR-15b-5p,PRKCD
hsa-miR-16-5p,PRKCD
hsa-miR-181a-5p,PRKCD
hsa-miR-181b-5p,PRKCD
hsa-miR-181c-5p,PRKCD
hsa-miR-181d-5p,PRKCD
hsa-miR-190a-3p,PRKCD
hsa-miR-195-5p,PRKCD
hsa-miR-26a-5p,PRKCD
hsa-miR-26b-5p,PRKCD
hsa-miR-369-3p,PRKCD
hsa-miR-374a-5p,PRKCD
hsa-miR-374b-5p,PRKCD
hsa-miR-410-3p,PRKCD
hsa-miR-4448,PRKCD
hsa-miR-484,PRKCD
hsa-miR-615-3p,PRKCD
hsa-miR-654-3p,PRKCD
hsa-miR-155-5p,PRKCI
hsa-miR-3613-3p,PRKCI
hsa-miR-93-5p,PRKCI
hsa-miR-155-5p,PSEN1
hsa-miR-183-5p,PSEN1
hsa-miR-374c-5p,PSEN1
hsa-miR-562,PSEN1
hsa-miR-655-3p,PSEN1
hsa-miR-935,PSEN1
hsa-miR-103a-3p,PTEN
hsa-miR-105-5p,PTEN
hsa-miR-106a-5p,PTEN
hsa-miR-106b-5p,PTEN
hsa-miR-107,PTEN
hsa-miR-10a-5p,PTEN
hsa-miR-10b-5p,PTEN
hsa-miR-128-3p,PTEN
hsa-miR-1287-5p,PTEN
hsa-miR-130b-3p,PTEN
hsa-miR-141-3p,PTEN
hsa-miR-144-3p,PTEN
hsa-miR-153-3p,PTEN
hsa-miR-17-5p,PTEN
hsa-miR-181b-5p,PTEN
hsa-miR-182-5p,PTEN
hsa-miR-18a-5p,PTEN
hsa-miR-193b-3p,PTEN
hsa-miR-19a-3p,PTEN
hsa-miR-19b-3p,PTEN
hsa-miR-200a-3p,PTEN
hsa-miR-205-5p,PTEN
hsa-miR-20a-5p,PTEN
hsa-miR-20b-5p,PTEN
hsa-miR-214-3p,PTEN
hsa-miR-21-5p,PTEN
hsa-miR-216a-5p,PTEN
hsa-miR-216b-3p,PTEN
hsa-miR-217,PTEN
hsa-miR-221-3p,PTEN
hsa-miR-222-3p,PTEN
hsa-miR-22-3p,PTEN
hsa-miR-23a-3p,PTEN
hsa-miR-23b-3p,PTEN
hsa-miR-25-3p,PTEN
hsa-miR-26a-5p,PTEN
hsa-miR-26b-5p,PTEN
hsa-miR-29a-3p,PTEN
hsa-miR-29b-3p,PTEN
hsa-miR-29c-3p,PTEN
hsa-miR-301a-3p,PTEN
hsa-miR-3144-3p,PTEN
hsa-miR-320a,PTEN
hsa-miR-32-5p,PTEN
hsa-miR-377-3p,PTEN
hsa-miR-382-5p,PTEN
hsa-miR-429,PTEN
hsa-miR-492,PTEN
hsa-miR-494-3p,PTEN
hsa-miR-519a-3p,PTEN
hsa-miR-519c-3p,PTEN
hsa-miR-519d-3p,PTEN
hsa-miR-520d-5p,PTEN
hsa-miR-543,PTEN
hsa-miR-548av-3p,PTEN
hsa-miR-548d-3p,PTEN
hsa-miR-548h-3p,PTEN
hsa-miR-548z,PTEN
hsa-miR-603,PTEN
hsa-miR-607,PTEN
hsa-miR-652-5p,PTEN
hsa-miR-92a-1-5p,PTEN
hsa-miR-92a-3p,PTEN
hsa-miR-92b-3p,PTEN
hsa-miR-93-5p,PTEN
hsa-let-7c-5p,PTK2
hsa-let-7e-5p,PTK2
hsa-miR-138-5p,PTK2
hsa-miR-193a-3p,PTK2
hsa-miR-21-5p,PTK2
hsa-miR-543,PTK2
hsa-miR-7-5p,PTK2
hsa-miR-124-3p,PXN
hsa-miR-137,PXN
hsa-miR-221-3p,PXN
hsa-miR-335-5p,PXN
hsa-miR-92a-3p,PXN
hsa-let-7a-5p,RAB13
hsa-miR-1236-3p,RAB13
hsa-miR-1245a,RAB13
hsa-miR-1271-3p,RAB13
hsa-miR-129-5p,RAB13
hsa-miR-150-5p,RAB13
hsa-miR-193b-5p,RAB13
hsa-miR-19a-3p,RAB13
hsa-miR-371a-5p,RAB13
hsa-miR-371b-5p,RAB13
hsa-miR-411-5p,RAB13
hsa-miR-485-5p,RAB13
hsa-miR-550a-5p,RAB13
hsa-miR-564,RAB13
hsa-miR-573,RAB13
hsa-miR-590-3p,RAB13
hsa-miR-642a-5p,RAB13
hsa-miR-660-3p,RAB13
hsa-miR-665,RAB13
hsa-miR-101-3p,RAC1
hsa-miR-122-5p,RAC1
hsa-miR-124-3p,RAC1
hsa-miR-136-5p,RAC1
hsa-miR-142-3p,RAC1
hsa-miR-144-3p,RAC1
hsa-miR-146a-5p,RAC1
hsa-miR-155-5p,RAC1
hsa-miR-194-5p,RAC1
hsa-miR-2110,RAC1
hsa-miR-300,RAC1
hsa-miR-30c-5p,RAC1
hsa-miR-320a,RAC1
hsa-miR-361-5p,RAC1
hsa-miR-365a-3p,RAC1
hsa-miR-365b-3p,RAC1
hsa-miR-369-3p,RAC1
hsa-miR-374a-3p,RAC1
hsa-miR-374a-5p,RAC1
hsa-miR-374b-5p,RAC1
hsa-miR-374c-5p,RAC1
hsa-miR-381-3p,RAC1
hsa-miR-3934-5p,RAC1
hsa-miR-450a-2-3p,RAC1
hsa-miR-483-3p,RAC1
hsa-miR-570-3p,RAC1
hsa-miR-574-3p,RAC1
hsa-miR-576-5p,RAC1
hsa-miR-582-5p,RAC1
hsa-miR-624-3p,RAC1
hsa-miR-650,RAC1
hsa-miR-651-3p,RAC1
hsa-miR-652-3p,RAC1
hsa-miR-655-3p,RAC1
hsa-miR-885-5p,RAC1
hsa-miR-939-5p,RAC1
hsa-miR-193b-3p,RAC2
hsa-miR-4516,RAC3
hsa-miR-4531,RAC3
hsa-miR-484,RAC3
hsa-miR-568,RAC3
hsa-miR-125b-5p,RAF1
hsa-miR-16-5p,RAF1
hsa-miR-186-5p,RAF1
hsa-miR-195-5p,RAF1
hsa-miR-19a-3p,RAF1
hsa-miR-19b-3p,RAF1
hsa-miR-23b-3p,RAF1
hsa-miR-3690,RAF1
hsa-miR-486-3p,RAF1
hsa-miR-497-5p,RAF1
hsa-miR-7-5p,RAF1
hsa-miR-122-5p,RHOA
hsa-miR-124-3p,RHOA
hsa-miR-125a-3p,RHOA
hsa-miR-128-1-5p,RHOA
hsa-miR-128-2-5p,RHOA
hsa-miR-1304-3p,RHOA
hsa-miR-133b,RHOA
hsa-miR-146b-5p,RHOA
hsa-miR-155-5p,RHOA
hsa-miR-185-5p,RHOA
hsa-miR-200c-3p,RHOA
hsa-miR-218-5p,RHOA
hsa-miR-221-3p,RHOA
hsa-miR-2278,RHOA
hsa-miR-31-5p,RHOA
hsa-miR-320c,RHOA
hsa-miR-331-5p,RHOA
hsa-miR-340-5p,RHOA
hsa-miR-3613-3p,RHOA
hsa-miR-375,RHOA
hsa-miR-3934-5p,RHOA
hsa-miR-4741,RHOA
hsa-miR-483-3p,RHOA
hsa-miR-504-3p,RHOA
hsa-miR-548d-3p,RHOA
hsa-miR-548h-3p,RHOA
hsa-miR-548z,RHOA
hsa-miR-577,RHOA
hsa-miR-592,RHOA
hsa-miR-597-5p,RHOA
hsa-miR-607,RHOA
hsa-miR-764,RHOA
hsa-miR-124-3p,ROCK1
hsa-miR-135a-5p,ROCK1
hsa-miR-145-5p,ROCK1
hsa-miR-146a-5p,ROCK1
hsa-miR-148a-3p,ROCK1
hsa-miR-148b-3p,ROCK1
hsa-miR-335-5p,ROCK1
hsa-miR-340-5p,ROCK1
hsa-miR-584-5p,ROCK1
hsa-miR-124-3p,ROCK2
hsa-miR-138-5p,ROCK2
hsa-miR-139-5p,ROCK2
hsa-miR-142-3p,ROCK2
hsa-miR-190a-3p,ROCK2
hsa-miR-200b-3p,ROCK2
hsa-miR-200c-3p,ROCK2
hsa-miR-30a-5p,ROCK2
hsa-miR-30b-5p,ROCK2
hsa-miR-30c-5p,ROCK2
hsa-miR-30d-5p,ROCK2
hsa-miR-30e-5p,ROCK2
hsa-miR-380-3p,ROCK2
hsa-miR-411-3p,ROCK2
hsa-miR-4455,ROCK2
hsa-miR-515-5p,ROCK2
hsa-miR-574-5p,ROCK2
hsa-miR-124-3p,RRAS
hsa-miR-34a-5p,RRAS
hsa-miR-106a-5p,RRAS2
hsa-miR-106b-5p,RRAS2
hsa-miR-124-3p,RRAS2
hsa-miR-1252-5p,RRAS2
hsa-miR-142-5p,RRAS2
hsa-miR-17-5p,RRAS2
hsa-miR-19a-3p,RRAS2
hsa-miR-19b-3p,RRAS2
hsa-miR-20a-5p,RRAS2
hsa-miR-20b-5p,RRAS2
hsa-miR-223-3p,RRAS2
hsa-miR-23b-3p,RRAS2
hsa-miR-26b-5p,RRAS2
hsa-miR-3161,RRAS2
hsa-miR-519d-3p,RRAS2
hsa-miR-548ah-5p,RRAS2
hsa-miR-548n,RRAS2
hsa-miR-549a,RRAS2
hsa-miR-580-3p,RRAS2
hsa-miR-599,RRAS2
hsa-miR-624-3p,RRAS2
hsa-miR-651-3p,RRAS2
hsa-miR-7-5p,RRAS2
hsa-miR-935,RRAS2
hsa-miR-93-5p,RRAS2
hsa-miR-944,RRAS2
hsa-let-7g-5p,SMAD2
hsa-miR-1228-3p,SMAD2
hsa-miR-146a-5p,SMAD2
hsa-miR-148a-3p,SMAD2
hsa-miR-155-5p,SMAD2
hsa-miR-181a-5p,SMAD2
hsa-miR-188-5p,SMAD2
hsa-miR-18a-5p,SMAD2
hsa-miR-18b-5p,SMAD2
hsa-miR-196a-3p,SMAD2
hsa-miR-200a-3p,SMAD2
hsa-miR-200b-3p,SMAD2
hsa-miR-27a-3p,SMAD2
hsa-miR-27b-3p,SMAD2
hsa-miR-324-5p,SMAD2
hsa-miR-329-3p,SMAD2
hsa-miR-3613-3p,SMAD2
hsa-miR-361-5p,SMAD2
hsa-miR-362-3p,SMAD2
hsa-miR-371a-5p,SMAD2
hsa-miR-374a-3p,SMAD2
hsa-miR-484,SMAD2
hsa-miR-495-5p,SMAD2
hsa-miR-503-5p,SMAD2
hsa-miR-505-3p,SMAD2
hsa-miR-548av-3p,SMAD2
hsa-miR-548g-3p,SMAD2
hsa-miR-624-3p,SMAD2
hsa-miR-642a-5p,SMAD2
hsa-miR-652-3p,SMAD2
hsa-miR-143-3p,SMAD3
hsa-miR-145-5p,SMAD3
hsa-miR-155-5p,SMAD3
hsa-miR-15a-5p,SMAD3
hsa-miR-15b-5p,SMAD3
hsa-miR-16-5p,SMAD3
hsa-miR-17-5p,SMAD3
hsa-miR-18a-5p,SMAD3
hsa-miR-193b-3p,SMAD3
hsa-miR-195-5p,SMAD3
hsa-miR-200a-3p,SMAD3
hsa-miR-335-5p,SMAD3
hsa-miR-491-5p,SMAD3
hsa-miR-92b-3p,SMAD3
hsa-miR-106a-5p,SMAD4
hsa-miR-106b-5p,SMAD4
hsa-miR-125a-5p,SMAD4
hsa-miR-125b-5p,SMAD4
hsa-miR-1260b,SMAD4
hsa-miR-130a-3p,SMAD4
hsa-miR-130b-3p,SMAD4
hsa-miR-145-5p,SMAD4
hsa-miR-146a-5p,SMAD4
hsa-miR-154-5p,SMAD4
hsa-miR-155-5p,SMAD4
hsa-miR-17-5p,SMAD4
hsa-miR-182-5p,SMAD4
hsa-miR-183-5p,SMAD4
hsa-miR-186-5p,SMAD4
hsa-miR-18a-5p,SMAD4
hsa-miR-199a-5p,SMAD4
hsa-miR-19a-3p,SMAD4
hsa-miR-19b-3p,SMAD4
hsa-miR-204-5p,SMAD4
hsa-miR-205-5p,SMAD4
hsa-miR-20a-5p,SMAD4
hsa-miR-20b-5p,SMAD4
hsa-miR-224-5p,SMAD4
hsa-miR-26a-5p,SMAD4
hsa-miR-27a-3p,SMAD4
hsa-miR-27b-3p,SMAD4
hsa-miR-301a-3p,SMAD4
hsa-miR-302a-5p,SMAD4
hsa-miR-34a-5p,SMAD4
hsa-miR-34c-5p,SMAD4
hsa-miR-371b-5p,SMAD4
hsa-miR-421,SMAD4
hsa-miR-449a,SMAD4
hsa-miR-449b-5p,SMAD4
hsa-miR-454-3p,SMAD4
hsa-miR-483-3p,SMAD4
hsa-miR-513a-5p,SMAD4
hsa-miR-519a-3p,SMAD4
hsa-miR-519b-3p,SMAD4
hsa-miR-519c-3p,SMAD4
hsa-miR-519d-3p,SMAD4
hsa-miR-616-3p,SMAD4
hsa-miR-888-5p,SMAD4
hsa-miR-92a-3p,SMAD4
hsa-miR-93-5p,SMAD4
hsa-miR-1178-3p,SOS1
hsa-miR-124-3p,SOS1
hsa-miR-128-3p,SOS1
hsa-miR-23b-3p,SOS1
hsa-miR-27a-3p,SOS1
hsa-miR-27b-3p,SOS1
hsa-miR-3613-3p,SOS1
hsa-miR-433-5p,SOS1
hsa-miR-124-3p,SOS2
hsa-miR-148a-3p,SOS2
hsa-miR-148b-3p,SOS2
hsa-miR-152-3p,SOS2
hsa-miR-188-5p,SOS2
hsa-miR-204-5p,SOS2
hsa-miR-211-5p,SOS2
hsa-miR-30a-3p,SOS2
hsa-miR-30e-3p,SOS2
hsa-miR-335-5p,SOS2
hsa-miR-513b-5p,SOS2
hsa-miR-548e-5p,SOS2
hsa-miR-124-3p,SPRY2
hsa-miR-148a-3p,SPRY2
hsa-miR-181a-5p,SPRY2
hsa-miR-21-5p,SPRY2
hsa-miR-23a-3p,SPRY2
hsa-miR-26b-5p,SPRY2
hsa-miR-27a-3p,SPRY2
hsa-miR-331-3p,SPTAN1
hsa-miR-34a-5p,SPTAN1
hsa-miR-205-5p,SRC
hsa-miR-23b-3p,SRC
hsa-miR-31-5p,SRC
hsa-miR-33a-5p,SRC
hsa-miR-33b-5p,SRC
hsa-miR-34a-5p,SRC
hsa-miR-10a-5p,SYMPK
hsa-miR-193b-3p,SYMPK
hsa-miR-744-5p,SYMPK
hsa-miR-760,SYMPK
hsa-miR-92b-3p,SYMPK
hsa-miR-940,SYMPK
hsa-miR-192-5p,TCF7
hsa-miR-215-5p,TCF7
hsa-miR-141-3p,TCF7L1
hsa-miR-200a-3p,TCF7L1
hsa-miR-200b-3p,TCF7L1
hsa-miR-200c-3p,TCF7L1
hsa-miR-429,TCF7L1
hsa-miR-106a-5p,TCF7L2
hsa-miR-106b-5p,TCF7L2
hsa-miR-1298-5p,TCF7L2
hsa-miR-1305,TCF7L2
hsa-miR-130a-3p,TCF7L2
hsa-miR-130b-3p,TCF7L2
hsa-miR-148b-3p,TCF7L2
hsa-miR-17-5p,TCF7L2
hsa-miR-193a-3p,TCF7L2
hsa-miR-193b-3p,TCF7L2
hsa-miR-200b-3p,TCF7L2
hsa-miR-200c-3p,TCF7L2
hsa-miR-204-5p,TCF7L2
hsa-miR-20a-5p,TCF7L2
hsa-miR-20b-5p,TCF7L2
hsa-miR-211-5p,TCF7L2
hsa-miR-217,TCF7L2
hsa-miR-301a-3p,TCF7L2
hsa-miR-324-5p,TCF7L2
hsa-miR-3606-3p,TCF7L2
hsa-miR-3613-3p,TCF7L2
hsa-miR-371b-5p,TCF7L2
hsa-miR-384,TCF7L2
hsa-miR-421,TCF7L2
hsa-miR-429,TCF7L2
hsa-miR-4435,TCF7L2
hsa-miR-454-3p,TCF7L2
hsa-miR-4755-5p,TCF7L2
hsa-miR-485-3p,TCF7L2
hsa-miR-505-3p,TCF7L2
hsa-miR-509-3-5p,TCF7L2
hsa-miR-513a-3p,TCF7L2
hsa-miR-513c-3p,TCF7L2
hsa-miR-519a-3p,TCF7L2
hsa-miR-519b-3p,TCF7L2
hsa-miR-519c-3p,TCF7L2
hsa-miR-519d-3p,TCF7L2
hsa-miR-539-3p,TCF7L2
hsa-miR-539-5p,TCF7L2
hsa-miR-651-5p,TCF7L2
hsa-miR-891b,TCF7L2
hsa-miR-892b,TCF7L2
hsa-miR-93-5p,TCF7L2
hsa-miR-122-5p,TGFB1
hsa-miR-130a-3p,TGFB1
hsa-miR-144-3p,TGFB1
hsa-miR-17-5p,TGFB1
hsa-miR-19b-3p,TGFB1
hsa-miR-211-5p,TGFB1
hsa-miR-21-5p,TGFB1
hsa-miR-24-3p,TGFB1
hsa-miR-29b-3p,TGFB1
hsa-miR-324-3p,TGFB1
hsa-miR-663a,TGFB1
hsa-miR-744-5p,TGFB1
hsa-miR-93-5p,TGFB1
hsa-miR-137,TGFB2
hsa-miR-141-3p,TGFB2
hsa-miR-21-5p,TGFB2
hsa-miR-29b-3p,TGFB2
hsa-miR-335-5p,TGFB2
hsa-miR-3690,TGFB2
hsa-miR-375,TGFB2
hsa-miR-378b,TGFB2
hsa-miR-378c,TGFB2
hsa-miR-378d,TGFB2
hsa-miR-378e,TGFB2
hsa-miR-378f,TGFB2
hsa-miR-378h,TGFB2
hsa-miR-378i,TGFB2
hsa-miR-422a,TGFB2
hsa-miR-510-3p,TGFB2
hsa-miR-619-3p,TGFB2
hsa-miR-631,TGFB2
hsa-let-7b-5p,TJP1
hsa-miR-103a-3p,TJP1
hsa-miR-105-5p,TJP1
hsa-miR-107,TJP1
hsa-miR-155-5p,TJP1
hsa-miR-17-5p,TJP1
hsa-miR-194-5p,TJP1
hsa-miR-212-3p,TJP1
hsa-miR-324-3p,TJP1
hsa-miR-411-3p,TJP1
hsa-miR-548ah-3p,TJP1
hsa-miR-548d-3p,TJP1
hsa-miR-548h-3p,TJP1
hsa-miR-548j-3p,TJP1
hsa-miR-548z,TJP1
hsa-miR-615-3p,TJP1
hsa-miR-802,TJP1
hsa-miR-124-3p,TJP2
hsa-miR-192-5p,TJP2
hsa-miR-193b-3p,TJP2
hsa-miR-215-5p,TJP2
hsa-miR-34a-5p,TJP2
hsa-miR-184,TJP3
hsa-miR-1915-3p,TJP3
hsa-miR-335-5p,TJP3
hsa-miR-4516,TJP3
hsa-miR-106a-5p,TP53
hsa-miR-106b-5p,TP53
hsa-miR-10b-5p,TP53
hsa-miR-125a-5p,TP53
hsa-miR-125b-5p,TP53
hsa-miR-1264,TP53
hsa-miR-1285-3p,TP53
hsa-miR-1296-3p,TP53
hsa-miR-150-5p,TP53
hsa-miR-15a-5p,TP53
hsa-miR-16-5p,TP53
hsa-miR-17-5p,TP53
hsa-miR-185-5p,TP53
hsa-miR-18a-5p,TP53
hsa-miR-1909-3p,TP53
hsa-miR-1972,TP53
hsa-miR-19a-3p,TP53
hsa-miR-19b-3p,TP53
hsa-miR-200a-3p,TP53
hsa-miR-20a-5p,TP53
hsa-miR-2110,TP53
hsa-miR-214-3p,TP53
hsa-miR-221-3p,TP53
hsa-miR-222-3p,TP53
hsa-miR-223-3p,TP53
